,Cast Number,Scan,Station,Depth,Salinity,Temperature,Sigma Theta Density,O2 SB 43 mg/L,O2 % Saturation,Corrected Chlorophyll,Turbidity (SCUFA),Decent Rate
2799,16,277996,PR507,5.842,29.9293,20.7811,20.6967,2.1251,28.291,1.7773,0.3978,0.208
2800,16,277997,PR507,5.87,29.9366,20.7735,20.7042,2.1226,28.255,1.7719,0.443,0.209
2801,16,277998,PR507,5.901,29.9467,20.766,20.7139,2.1229,28.256,1.7534,0.4408,0.209
2802,16,277999,PR507,5.94,29.9537,20.7589,20.721,2.1241,28.27,1.7033,0.3942,0.209
2803,16,278000,PR507,5.988,29.9645,20.7532,20.7308,2.1213,28.231,1.7139,0.4459,0.213
2804,16,278001,PR507,6.031,29.9688,20.748,20.7354,2.1217,28.235,1.7155,0.454,0.219
2805,16,278002,PR507,6.058,29.969,20.7419,20.7372,2.1214,28.228,1.6832,0.4034,0.226
2806,16,278003,PR507,6.086,29.989,20.7344,20.7543,2.1216,28.229,1.67,0.3923,0.229
2807,16,278004,PR507,6.125,29.9995,20.7264,20.7644,2.1212,28.222,1.6813,0.4063,0.225
2808,16,278005,PR507,6.174,30.0042,20.7211,20.7694,2.1218,28.228,1.7466,0.454,0.219
2809,16,278006,PR507,6.224,30.0124,20.7167,20.7767,2.1201,28.205,1.77,0.4561,0.22
2810,16,278007,PR507,6.262,30.0192,20.7115,20.7833,2.1203,28.205,1.756,0.4556,0.226
2811,16,278008,PR507,6.286,30.029,20.7062,20.7921,2.1201,28.202,1.7214,0.4579,0.23
2812,16,278009,PR507,6.309,30.0356,20.6997,20.7988,2.1193,28.189,1.6951,0.4435,0.228
2813,16,278010,PR507,6.353,30.0427,20.6932,20.8059,2.1207,28.205,1.7433,0.4477,0.229
2814,16,278011,PR507,6.412,30.0517,20.6877,20.8142,2.1197,28.191,1.7546,0.4462,0.243
2815,16,278012,PR507,6.459,30.0584,20.6816,20.8209,2.1192,28.182,1.707,0.4484,0.264
2816,16,278013,PR507,6.491,30.0682,20.6754,20.83,2.1195,28.184,1.6668,0.4514,0.28
2817,16,278014,PR507,6.528,30.0744,20.6688,20.8364,2.1202,28.191,1.6635,0.4491,0.282
2818,16,278015,PR507,6.585,30.0854,20.6635,20.8462,2.1196,28.183,1.7265,0.4512,0.281
2819,16,278016,PR507,6.65,30.1039,20.6561,20.8621,2.1202,28.19,1.7023,0.4487,0.286
2820,16,278017,PR507,6.701,30.1154,20.6441,20.874,2.1204,28.188,1.6314,0.4362,0.292
2821,16,278018,PR507,6.741,30.1296,20.6341,20.8874,2.1209,28.191,1.6334,0.3924,0.287
2822,16,278019,PR507,6.786,30.144,20.6247,20.9008,2.1227,28.213,1.6273,0.3898,0.272
2823,16,278020,PR507,6.837,30.1556,20.6155,20.9121,2.1254,28.246,1.6106,0.4427,0.258
2824,16,278021,PR507,6.886,30.1703,20.6069,20.9255,2.129,28.292,1.5816,0.4593,0.255
2825,16,278022,PR507,6.925,30.1944,20.595,20.9469,2.1324,28.335,1.5481,0.4565,0.259
2826,16,278023,PR507,6.96,30.2219,20.5788,20.9721,2.1359,28.378,1.5409,0.4527,0.262
2827,16,278024,PR507,7.001,30.2424,20.5601,20.9925,2.1417,28.449,1.5038,0.4511,0.26
2828,16,278025,PR507,7.053,30.2648,20.5438,21.0138,2.148,28.528,1.4621,0.4521,0.259
2829,16,278026,PR507,7.105,30.2969,20.5268,21.0426,2.1516,28.571,1.4359,0.4515,0.264
2830,16,278027,PR507,7.153,30.3309,20.5029,21.0747,2.1566,28.631,1.3913,0.4582,0.271
2831,16,278028,PR507,7.189,30.366,20.4779,21.1079,2.1592,28.658,1.3519,0.4533,0.269
2832,16,278029,PR507,7.228,30.3938,20.4534,21.1355,2.1626,28.695,1.3076,0.4479,0.253
2833,16,278030,PR507,7.281,30.419,20.4324,21.1601,2.1646,28.714,1.2859,0.4521,0.235
2834,16,278031,PR507,7.336,30.4418,20.4149,21.1819,2.1658,28.726,1.2818,0.448,0.228
2835,16,278032,PR507,7.372,30.4637,20.3966,21.2033,2.1691,28.763,1.2892,0.453,0.235
2836,16,278033,PR507,7.387,30.493,20.3779,21.2305,2.1751,28.839,1.3464,0.4557,0.245
2837,16,278034,PR507,7.414,30.5102,20.3574,21.249,2.1855,28.968,1.3274,0.4478,0.249
2838,16,278035,PR507,7.467,30.5304,20.3429,21.268,2.193,29.063,1.2664,0.4466,0.249
2839,16,278036,PR507,7.534,30.5561,20.3272,21.2917,2.1994,29.143,1.2577,0.4509,0.255
2840,16,278037,PR507,7.59,30.5742,20.3049,21.3113,2.2043,29.2,1.2268,0.4523,0.262
2841,16,278038,PR507,7.627,30.5925,20.2896,21.3292,2.2098,29.268,1.2375,0.4544,0.26
2842,16,278039,PR507,7.653,30.6089,20.2793,21.3443,2.216,29.347,1.243,0.4513,0.25
2843,16,278040,PR507,7.689,30.6217,20.2686,21.3568,2.2212,29.413,1.216,0.4496,0.242
2844,16,278041,PR507,7.737,30.6345,20.2593,21.3689,2.2278,29.497,1.2179,0.4468,0.24
2845,16,278042,PR507,7.787,30.6463,20.2502,21.3803,2.235,29.589,1.1979,0.4549,0.244
2846,16,278043,PR507,7.832,30.6582,20.2402,21.3919,2.2431,29.693,1.1943,0.4558,0.246
2847,16,278044,PR507,7.872,30.6709,20.2314,21.4039,2.2488,29.766,1.1991,0.4522,0.242
2848,16,278045,PR507,7.909,30.6855,20.2221,21.4174,2.2539,29.831,1.2011,0.44,0.235
2849,16,278046,PR507,7.946,30.6992,20.211,21.4307,2.2605,29.915,1.2359,0.4612,0.229
2850,16,278047,PR507,7.984,30.7098,20.2005,21.4415,2.2669,29.996,1.2192,0.5002,0.225
2851,16,278048,PR507,8.025,30.72,20.1928,21.4512,2.2722,30.064,1.1766,0.466,0.225
2852,16,278049,PR507,8.066,30.73,20.1869,21.4604,2.2764,30.118,1.2008,0.4876,0.231
2853,16,278050,PR507,8.103,30.7392,20.1795,21.4692,2.2811,30.177,1.215,0.512,0.236
2854,16,278051,PR507,8.138,30.7469,20.1713,21.4773,2.2869,30.25,1.1991,0.5035,0.235
2855,16,278052,PR507,8.18,30.7571,20.1641,21.4869,2.2932,30.332,1.1985,0.5145,0.228
2856,16,278053,PR507,8.23,30.7672,20.1568,21.4965,2.2989,30.404,1.221,0.5115,0.224
2857,16,278054,PR507,8.272,30.7749,20.1486,21.5044,2.3023,30.446,1.2101,0.5138,0.233
2858,16,278055,PR507,8.3,30.7839,20.1413,21.5132,2.3043,30.47,1.1835,0.5084,0.25
2859,16,278056,PR507,8.326,30.7924,20.1342,21.5215,2.3086,30.525,1.1878,0.5052,0.265
2860,16,278057,PR507,8.369,30.7982,20.1285,21.5273,2.3144,30.6,1.1658,0.5047,0.273
2861,16,278058,PR507,8.436,30.8077,20.1222,21.5362,2.3186,30.653,1.1708,0.5057,0.279
2862,16,278059,PR507,8.505,30.8171,20.1105,21.5464,2.3237,30.716,1.205,0.5137,0.285
2863,16,278060,PR507,8.554,30.8212,20.103,21.5514,2.327,30.756,1.2063,0.5143,0.284
2864,16,278061,PR507,8.588,30.8246,20.1021,21.5543,2.3318,30.819,1.1822,0.5083,0.269
2865,16,278062,PR507,8.624,30.8293,20.0997,21.5584,2.3342,30.85,1.1727,0.5115,0.243
2866,16,278063,PR507,8.669,30.8342,20.0961,21.5631,2.3344,30.851,1.1804,0.5102,0.216
2867,16,278064,PR507,8.714,30.8393,20.0913,21.5682,2.3365,30.878,1.1921,0.513,0.203
2868,16,278065,PR507,8.752,30.8441,20.086,21.5733,2.3381,30.897,1.223,0.5243,0.208
2869,16,278066,PR507,8.774,30.8497,20.0816,21.5787,2.3388,30.905,1.2365,0.5156,0.225
2870,16,278067,PR507,8.79,30.8539,20.0778,21.5828,2.3393,30.91,1.2038,0.5011,0.247
2871,16,278068,PR507,8.828,30.8576,20.0757,21.5862,2.3414,30.936,1.1744,0.5132,0.266
2872,16,278069,PR507,8.893,30.8674,20.0724,21.5945,2.343,30.958,1.1992,0.5556,0.28
2873,16,278070,PR507,8.968,30.876,20.064,21.6032,2.3474,31.012,1.209,0.5551,0.29
2874,16,278071,PR507,9.028,30.8787,20.0565,21.6072,2.353,31.083,1.175,0.504,0.293
2875,16,278072,PR507,9.067,30.8821,20.0546,21.6103,2.3543,31.1,1.1963,0.5027,0.282
2876,16,278073,PR507,9.097,30.8857,20.0537,21.6133,2.3585,31.155,1.2657,0.5601,0.259
2877,16,278074,PR507,9.135,30.8887,20.052,21.616,2.3639,31.226,1.2584,0.5654,0.236
2878,16,278075,PR507,9.184,30.8937,20.0495,21.6204,2.3685,31.287,1.2028,0.5155,0.223
2879,16,278076,PR507,9.231,30.8978,20.0448,21.6248,2.3734,31.349,1.1652,0.5154,0.22
2880,16,278077,PR507,9.266,30.9008,20.0407,21.6281,2.3772,31.397,1.099,0.5267,0.225
2881,16,278078,PR507,9.292,30.9051,20.0382,21.632,2.3817,31.456,1.0843,0.5112,0.231
2882,16,278079,PR507,9.322,30.9081,20.036,21.6349,2.3849,31.498,1.0683,0.5088,0.236
2883,16,278080,PR507,9.363,30.9099,20.0346,21.6367,2.389,31.552,1.0737,0.5103,0.24
2884,16,278081,PR507,9.418,30.9139,20.0327,21.6402,2.3948,31.628,1.1656,0.5093,0.248
2885,16,278082,PR507,9.474,30.9191,20.0277,21.6454,2.3984,31.674,1.1572,0.5067,0.26
2886,16,278083,PR507,9.515,30.9238,20.0228,21.6503,2.3996,31.687,1.1606,0.5102,0.272
2887,16,278084,PR507,9.546,30.9276,20.0199,21.6539,2.4034,31.737,1.1679,0.5115,0.276
2888,16,278085,PR507,9.587,30.9306,20.0173,21.6569,2.4074,31.788,1.1027,0.4987,0.267
2889,16,278086,PR507,9.644,30.9352,20.0149,21.661,2.4088,31.807,1.103,0.5034,0.252
2890,16,278087,PR507,9.706,30.9392,20.0101,21.6653,2.4124,31.852,1.1172,0.5089,0.244
2891,16,278088,PR507,9.752,30.9413,20.0063,21.6678,2.4149,31.883,1.1047,0.4983,0.245
2892,16,278089,PR507,9.773,30.9447,20.0052,21.6707,2.4176,31.919,1.094,0.5067,0.247
2893,16,278090,PR507,9.793,30.9474,20.0031,21.6733,2.4232,31.992,1.1085,0.5048,0.247
2894,16,278091,PR507,9.836,30.948,20.0012,21.6742,2.4262,32.03,1.0917,0.5105,0.248
2895,16,278092,PR507,9.896,30.9511,19.9996,21.677,2.4281,32.055,1.0693,0.503,0.254
2896,16,278093,PR507,9.957,30.9562,19.9967,21.6817,2.4315,32.1,1.0897,0.4849,0.266
2897,16,278094,PR507,10.003,30.9588,19.9932,21.6846,2.434,32.131,1.095,0.4973,0.277
2898,16,278095,PR507,10.036,30.9623,19.9911,21.6877,2.4351,32.145,1.09,0.4974,0.279
2899,16,278096,PR507,10.07,30.9662,19.9891,21.6913,2.4373,32.173,1.0765,0.4979,0.273
2900,16,278097,PR507,10.121,30.9694,19.9873,21.6941,2.44,32.209,1.0703,0.4902,0.266
2901,16,278098,PR507,10.183,30.9747,19.9843,21.6989,2.4429,32.245,1.0913,0.5004,0.262
2902,16,278099,PR507,10.238,30.9786,19.9787,21.7034,2.4444,32.263,1.1087,0.5045,0.259
2903,16,278100,PR507,10.275,30.9809,19.9758,21.7058,2.4451,32.271,1.0926,0.5011,0.251
2904,16,278101,PR507,10.307,30.9834,19.9752,21.7079,2.4471,32.298,1.0555,0.5046,0.242
2905,16,278102,PR507,10.341,30.9856,19.9741,21.7098,2.4515,32.356,1.0357,0.4938,0.236
2906,16,278103,PR507,10.381,30.9867,19.973,21.711,2.4542,32.39,1.0537,0.5048,0.237
2907,16,278104,PR507,10.425,30.9875,19.972,21.7119,2.456,32.414,1.0731,0.5103,0.241
2908,16,278105,PR507,10.472,30.9892,19.9711,21.7134,2.4584,32.445,1.0867,0.5162,0.245
2909,16,278106,PR507,10.52,30.9903,19.97,21.7145,2.4607,32.476,1.0848,0.5073,0.247
2910,16,278107,PR507,10.559,30.9901,19.9693,21.7145,2.4636,32.513,1.0548,0.4405,0.247
2911,16,278108,PR507,10.593,30.9909,19.9686,21.7153,2.4639,32.517,1.0528,0.4504,0.244
2912,16,278109,PR507,10.634,30.9926,19.9676,21.7169,2.4655,32.538,1.0679,0.5079,0.239
2913,16,278110,PR507,10.679,30.9936,19.9672,21.7177,2.468,32.57,1.071,0.5049,0.236
2914,16,278111,PR507,10.725,30.9944,19.9667,21.7185,2.4661,32.545,1.0839,0.5027,0.242
2915,16,278112,PR507,10.764,30.9954,19.9661,21.7194,2.4668,32.555,1.0726,0.5042,0.254
2916,16,278113,PR507,10.797,30.9962,19.9656,21.7202,2.4689,32.582,1.0541,0.503,0.263
2917,16,278114,PR507,10.838,30.9965,19.9648,21.7206,2.4691,32.584,1.068,0.4977,0.264
2918,16,278115,PR507,10.894,30.9974,19.9634,21.7216,2.4704,32.601,1.0668,0.5076,0.261
2919,16,278116,PR507,10.954,31.0005,19.961,21.7246,2.4721,32.622,1.0504,0.5102,0.26
2920,16,278117,PR507,11.001,31.0027,19.9588,21.7269,2.4724,32.626,1.0612,0.4976,0.26
2921,16,278118,PR507,11.031,31.0032,19.9581,21.7274,2.4737,32.643,1.0689,0.5005,0.251
2922,16,278119,PR507,11.062,31.004,19.9576,21.7282,2.4769,32.685,1.0566,0.5165,0.231
2923,16,278120,PR507,11.109,31.005,19.9569,21.7291,2.4781,32.699,1.0519,0.5134,0.212
2924,16,278121,PR507,11.158,31.0061,19.956,21.7302,2.4811,32.739,1.0693,0.501,0.204
2925,16,278122,PR507,11.191,31.0072,19.9549,21.7313,2.4809,32.736,1.0905,0.5059,0.207
2926,16,278123,PR507,11.211,31.009,19.9539,21.7329,2.4815,32.744,1.0723,0.5008,0.214
2927,16,278124,PR507,11.236,31.0104,19.953,21.7342,2.482,32.75,1.0572,0.5042,0.22
2928,16,278125,PR507,11.276,31.0108,19.9529,21.7346,2.4788,32.708,1.0627,0.5115,0.23
2929,16,278126,PR507,11.325,31.0108,19.953,21.7345,2.4791,32.711,1.0667,0.5079,0.243
2930,16,278127,PR507,11.378,31.011,19.9524,21.7348,2.4794,32.715,1.0923,0.5086,0.256
2931,16,278128,PR507,11.425,31.0122,19.9515,21.736,2.4806,32.73,1.0892,0.5105,0.263
2932,16,278129,PR507,11.465,31.0131,19.9504,21.7369,2.48,32.722,1.0653,0.5022,0.264
2933,16,278130,PR507,11.502,31.0137,19.9492,21.7378,2.4804,32.727,1.0545,0.4996,0.258
2934,16,278131,PR507,11.547,31.0156,19.9478,21.7395,2.4827,32.758,1.0547,0.501,0.249
2935,16,278132,PR507,11.598,31.0168,19.9466,21.7407,2.4815,32.741,1.0872,0.5037,0.242
2936,16,278133,PR507,11.644,31.0173,19.9456,21.7414,2.4825,32.753,1.0907,0.5059,0.242
2937,16,278134,PR507,11.681,31.0178,19.9448,21.742,2.4833,32.764,1.088,0.5079,0.245
2938,16,278135,PR507,11.711,31.0195,19.944,21.7435,2.4825,32.753,1.1072,0.5108,0.247
2939,16,278136,PR507,11.749,31.0207,19.9437,21.7445,2.4838,32.77,1.0926,0.5022,0.248
2940,16,278137,PR507,11.799,31.0214,19.9433,21.7451,2.4837,32.769,1.0945,0.5057,0.247
2941,16,278138,PR507,11.85,31.021,19.9428,21.745,2.4842,32.775,1.1075,0.5034,0.245
2942,16,278139,PR507,11.897,31.0217,19.9421,21.7457,2.4854,32.79,1.0946,0.4986,0.244
2943,16,278140,PR507,11.936,31.0231,19.9411,21.747,2.4855,32.791,1.0897,0.5115,0.24
2944,16,278141,PR507,11.966,31.0232,19.9403,21.7473,2.4883,32.828,1.1202,0.5067,0.232
2945,16,278142,PR507,12.0,31.0247,19.9394,21.7487,2.4891,32.839,1.1513,0.5079,0.222
2946,16,278143,PR507,12.042,31.025,19.9391,21.7489,2.4876,32.819,1.1351,0.51,0.215
2947,16,278144,PR507,12.089,31.0248,19.9389,21.7488,2.4871,32.812,1.1585,0.4943,0.219
2948,16,278145,PR507,12.127,31.0254,19.9382,21.7495,2.4873,32.813,1.1662,0.5048,0.236
2949,16,278146,PR507,12.153,31.0262,19.9376,21.7502,2.4852,32.786,1.119,0.5068,0.258
2950,16,278147,PR507,12.185,31.0265,19.9371,21.7506,2.4835,32.763,1.1045,0.5079,0.275
2951,16,278148,PR507,12.238,31.0255,19.9369,21.7499,2.4842,32.772,1.0923,0.5001,0.282
2952,16,278149,PR507,12.306,31.0249,19.9365,21.7495,2.4832,32.759,1.1252,0.5231,0.28
2953,16,278150,PR507,12.374,31.0258,19.9356,21.7505,2.4833,32.76,1.1736,0.5604,0.272
2954,16,278151,PR507,12.422,31.0269,19.9348,21.7515,2.4843,32.773,1.1512,0.5185,0.263
2955,16,278152,PR507,12.449,31.027,19.9346,21.7516,2.4851,32.783,1.1337,0.5072,0.251
2956,16,278153,PR507,12.469,31.0272,19.9349,21.7517,2.4845,32.776,1.1307,0.5063,0.24
2957,16,278154,PR507,12.503,31.0273,19.9352,21.7517,2.484,32.769,1.0915,0.5001,0.228
2958,16,278155,PR507,12.56,31.0267,19.935,21.7513,2.4841,32.77,1.0866,0.5117,0.221
2959,16,278156,PR507,12.617,31.0274,19.9331,21.7523,2.4824,32.746,1.0928,0.5145,0.222
2960,16,278157,PR507,12.657,31.0295,19.9312,21.7544,2.4811,32.728,1.0928,0.5128,0.228
2961,16,278158,PR507,12.676,31.0296,19.9311,21.7546,2.4817,32.737,1.1319,0.5106,0.235
2962,16,278159,PR507,12.696,31.0301,19.9312,21.7549,2.4817,32.736,1.1375,0.5076,0.244
2963,16,278160,PR507,12.737,31.0306,19.9311,21.7553,2.4796,32.709,1.0872,0.5135,0.261
2964,16,278161,PR507,12.796,31.03,19.9306,21.755,2.4782,32.691,1.0805,0.5616,0.284
2965,16,278162,PR507,12.859,31.0308,19.9294,21.7559,2.477,32.673,1.1303,0.561,0.306
2966,16,278163,PR507,12.92,31.0311,19.9287,21.7563,2.4744,32.639,1.1585,0.5142,0.319
2967,16,278164,PR507,12.972,31.0309,19.9285,21.7562,2.4727,32.617,1.1515,0.5162,0.319
2968,16,278165,PR507,13.02,31.0312,19.9281,21.7566,2.4712,32.597,1.1365,0.5553,0.311
2969,16,278166,PR507,13.07,31.0321,19.9278,21.7573,2.4679,32.553,1.1306,0.5691,0.298
2970,16,278167,PR507,13.123,31.0322,19.9275,21.7574,2.4663,32.531,1.142,0.5701,0.286
2971,16,278168,PR507,13.179,31.0314,19.9268,21.757,2.4667,32.536,1.1767,0.5735,0.278
2972,16,278169,PR507,13.227,31.0326,19.9257,21.7582,2.4664,32.533,1.1781,0.5681,0.274
2973,16,278170,PR507,13.265,31.0334,19.9251,21.759,2.4652,32.515,1.1363,0.5639,0.271
2974,16,278171,PR507,13.303,31.0335,19.925,21.7591,2.4635,32.493,1.138,0.5595,0.266
2975,16,278172,PR507,13.349,31.0334,19.9251,21.759,2.464,32.5,1.1748,0.5606,0.258
2976,16,278173,PR507,13.402,31.0328,19.9252,21.7585,2.4634,32.492,1.1566,0.5559,0.252
2977,16,278174,PR507,13.452,31.0333,19.9244,21.7591,2.4613,32.464,1.1347,0.5524,0.249
2978,16,278175,PR507,13.493,31.0338,19.9237,21.7597,2.4608,32.457,1.1542,0.5651,0.247
2979,16,278176,PR507,13.524,31.034,19.9235,21.7599,2.4606,32.454,1.1543,0.5563,0.242
2980,16,278177,PR507,13.558,31.0347,19.9234,21.7604,2.4598,32.444,1.1565,0.5729,0.234
2981,16,278178,PR507,13.603,31.0336,19.9235,21.7596,2.4591,32.435,1.1916,0.6027,0.227
2982,16,278179,PR507,13.651,31.0333,19.9233,21.7594,2.4584,32.425,1.1754,0.5711,0.228
2983,16,278180,PR507,13.692,31.0342,19.9225,21.7603,2.4564,32.399,1.1819,0.5539,0.238
2984,16,278181,PR507,13.723,31.034,19.9221,21.7602,2.4552,32.383,1.2263,0.5626,0.251
2985,16,278182,PR507,13.754,31.0345,19.9217,21.7608,2.4552,32.383,1.1849,0.557,0.26
2986,16,278183,PR507,13.8,31.0338,19.9214,21.7603,2.4534,32.358,1.1777,0.5737,0.261
2987,16,278184,PR507,13.859,31.0329,19.9208,21.7597,2.4509,32.324,1.1796,0.6131,0.256
2988,16,278185,PR507,13.92,31.0345,19.9194,21.7613,2.4511,32.327,1.2018,0.6215,0.247
2989,16,278186,PR507,13.965,31.0357,19.9186,21.7624,2.4503,32.316,1.2807,0.6184,0.226
2990,16,278187,PR507,13.992,31.035,19.9186,21.7619,2.4476,32.28,1.2874,0.6267,0.189
2991,16,278188,PR507,14.013,31.0355,19.9183,21.7623,2.4492,32.301,1.2636,0.6112,0.145
2992,16,278189,PR507,14.04,31.0355,19.9181,21.7624,2.4479,32.284,1.2496,0.6213,0.105
2993,16,278190,PR507,14.058,31.0342,19.9177,21.7616,2.4448,32.243,1.288,0.6529,0.074
2994,16,278191,PR507,14.064,31.0355,19.9169,21.7627,2.4424,32.211,1.3038,0.6173,0.05
2995,16,278192,PR507,14.066,31.0355,19.9168,21.7628,2.4394,32.171,1.3414,0.6009,0.018
2996,16,278193,PR507,14.067,31.0343,19.917,21.7618,2.4386,32.16,1.4694,0.6214,-0.042
2997,17,278776,PR504,0.729,25.5796,23.0919,16.7812,3.719,50.33,6.603,0.4516,-0.071
2998,17,278777,PR504,0.753,25.5807,23.1012,16.7795,3.7256,50.429,6.6981,0.4454,0.032
2999,17,278778,PR504,0.789,25.6256,23.1061,16.812,3.7373,50.604,6.7026,0.453,0.138
3000,17,278779,PR504,0.82,25.6356,23.1033,16.8203,3.7537,50.826,6.6336,0.4615,0.215
3001,17,278780,PR504,0.852,25.6374,23.0999,16.8226,3.7684,51.023,6.5261,0.4479,0.256
3002,17,278781,PR504,0.897,25.6892,23.0978,16.8623,3.7756,51.135,6.4194,0.4537,0.271
3003,17,278782,PR504,0.963,25.7197,23.0894,16.8876,3.7745,51.121,6.4984,0.4476,0.268
3004,17,278783,PR504,1.028,25.7407,23.0782,16.9066,3.7665,51.009,6.5184,0.449,0.26
3005,17,278784,PR504,1.074,25.7595,23.0692,16.9232,3.7543,50.841,6.6288,0.4456,0.253
3006,17,278785,PR504,1.103,25.7819,23.0629,16.9419,3.7344,50.572,6.7379,0.4001,0.247
3007,17,278786,PR504,1.121,25.8045,23.0563,16.9608,3.7113,50.259,6.7802,0.3955,0.237
3008,17,278787,PR504,1.153,25.8191,23.0491,16.9737,3.6883,49.946,6.9466,0.3995,0.228
3009,17,278788,PR504,1.212,25.8642,23.0424,17.0097,3.6626,49.605,7.0387,0.4015,0.225
3010,17,278789,PR504,1.271,25.8814,23.0317,17.0256,3.6381,49.268,6.9986,0.4026,0.227
3011,17,278790,PR504,1.307,25.8724,23.0223,17.0214,3.6133,48.922,7.047,0.3949,0.229
3012,17,278791,PR504,1.332,25.8851,23.0197,17.0317,3.5865,48.56,7.1584,0.4014,0.222
3013,17,278792,PR504,1.357,25.8874,23.0168,17.0343,3.5602,48.203,7.136,0.3978,0.204
3014,17,278793,PR504,1.394,25.9028,23.015,17.0464,3.5358,47.874,7.0775,0.3961,0.193
3015,17,278794,PR504,1.44,25.9332,23.0057,17.0719,3.513,47.566,7.1352,0.397,0.198
3016,17,278795,PR504,1.477,25.9397,22.9854,17.0824,3.4952,47.31,7.3181,0.3968,0.212
3017,17,278796,PR504,1.5,25.9413,22.9736,17.0869,3.4767,47.05,7.5054,0.3963,0.227
3018,17,278797,PR504,1.528,25.9599,22.9699,17.1019,3.4565,46.779,7.5576,0.4008,0.235
3019,17,278798,PR504,1.575,26.0217,22.96,17.1513,3.4371,46.524,7.5109,0.4107,0.229
3020,17,278799,PR504,1.63,26.162,22.9238,17.2672,3.4174,46.265,7.5168,0.4066,0.221
3021,17,278800,PR504,1.683,26.2658,22.8666,17.3613,3.4014,46.029,7.4324,0.4059,0.22
3022,17,278801,PR504,1.718,26.2889,22.8227,17.3909,3.3865,45.798,7.3971,0.3988,0.222
3023,17,278802,PR504,1.731,26.3597,22.7998,17.4506,3.376,45.656,7.3005,0.3928,0.222
3024,17,278803,PR504,1.75,26.4241,22.78,17.5047,3.3678,45.545,7.1096,0.4002,0.219
3025,17,278804,PR504,1.797,26.5617,22.7608,17.6139,3.3599,45.46,7.0244,0.4089,0.213
3026,17,278805,PR504,1.859,26.6721,22.7365,17.704,3.358,45.444,6.8145,0.408,0.209
3027,17,278806,PR504,1.907,26.683,22.7098,17.7195,3.3578,45.421,6.4628,0.3982,0.211
3028,17,278807,PR504,1.936,26.7492,22.6939,17.774,3.3639,45.508,6.128,0.3984,0.21
3029,17,278808,PR504,1.951,26.8152,22.68,17.8276,3.3751,45.666,6.0162,0.3947,0.207
3030,17,278809,PR504,1.97,26.8178,22.6641,17.8339,3.3907,45.865,5.9102,0.4061,0.206
3031,17,278810,PR504,2.01,26.8401,22.6542,17.8535,3.4078,46.094,5.7962,0.407,0.209
3032,17,278811,PR504,2.063,26.9147,22.6437,17.9128,3.4254,46.343,5.7474,0.3968,0.211
3033,17,278812,PR504,2.114,26.9756,22.6269,17.9634,3.4371,46.504,5.7622,0.4025,0.213
3034,17,278813,PR504,2.154,27.0354,22.6101,18.0132,3.4373,46.509,5.8244,0.4064,0.214
3035,17,278814,PR504,2.176,27.1045,22.5928,18.0702,3.4418,46.574,5.9706,0.3953,0.216
3036,17,278815,PR504,2.191,27.1033,22.5749,18.0742,3.4438,46.586,6.1541,0.3969,0.22
3037,17,278816,PR504,2.225,27.1606,22.5642,18.1204,3.4387,46.523,6.0275,0.4011,0.227
3038,17,278817,PR504,2.279,27.3714,22.5476,18.2843,3.4314,46.468,5.7382,0.3965,0.236
3039,17,278818,PR504,2.337,27.4426,22.5056,18.3497,3.4248,46.362,5.7186,0.4058,0.249
3040,17,278819,PR504,2.386,27.4457,22.4639,18.3634,3.4177,46.233,5.8614,0.3959,0.261
3041,17,278820,PR504,2.42,27.4805,22.4428,18.3955,3.4043,46.043,5.7769,0.3894,0.267
3042,17,278821,PR504,2.451,27.4821,22.433,18.3994,3.3862,45.79,5.6464,0.388,0.268
3043,17,278822,PR504,2.494,27.5104,22.4284,18.4221,3.364,45.494,5.6455,0.3943,0.264
3044,17,278823,PR504,2.552,27.5767,22.4188,18.4748,3.3431,45.221,5.8843,0.401,0.26
3045,17,278824,PR504,2.612,27.6056,22.3946,18.5033,3.3252,44.966,6.1162,0.4057,0.261
3046,17,278825,PR504,2.66,27.6054,22.3719,18.5093,3.3083,44.72,6.1832,0.4079,0.263
3047,17,278826,PR504,2.689,27.6159,22.3626,18.5198,3.2894,44.459,6.17,0.4046,0.261
3048,17,278827,PR504,2.719,27.6431,22.3606,18.5409,3.2663,44.153,6.0484,0.4064,0.25
3049,17,278828,PR504,2.765,27.6988,22.3533,18.585,3.2428,43.844,5.9486,0.3992,0.234
3050,17,278829,PR504,2.821,27.7564,22.3263,18.636,3.215,43.461,5.7865,0.4007,0.228
3051,17,278830,PR504,2.87,27.7817,22.2881,18.6655,3.1844,43.024,5.408,0.3949,0.237
3052,17,278831,PR504,2.899,27.7989,22.2646,18.685,3.1482,42.521,4.7732,0.4001,0.25
3053,17,278832,PR504,2.918,27.8286,22.2495,18.7115,3.1,41.866,4.359,0.3942,0.253
3054,17,278833,PR504,2.956,27.8695,22.2306,18.7476,3.0393,41.042,4.3134,0.3504,0.243
3055,17,278834,PR504,3.022,27.971,22.197,18.8336,2.9663,40.056,4.1266,0.3414,0.225
3056,17,278835,PR504,3.087,28.029,22.134,18.8946,2.8842,38.916,3.6213,0.3439,0.202
3057,17,278836,PR504,3.124,28.0537,22.08,18.9279,2.7941,37.669,3.0537,0.3343,0.162
3058,17,278837,PR504,3.133,28.0795,22.0533,18.9547,2.6986,36.369,3.1064,0.3436,0.08
