,Cast Number,Scan,Station,Depth,Salinity,Temperature,Sigma Theta Density,O2 SB 43 mg/L,O2 % Saturation,Corrected Chlorophyll,Turbidity (SCUFA),Decent Rate
724,5,271998,PRN07,1.864,25.6158,21.6346,17.2016,2.5656,33.826,4.3128,0.3995,0.288
725,5,271999,PRN07,1.916,25.7493,21.5617,17.3218,2.4791,32.668,4.0123,0.3943,0.281
726,5,272000,PRN07,1.967,25.9033,21.5158,17.4504,2.3917,31.517,3.3861,0.3961,0.268
727,5,272001,PRN07,2.01,26.022,21.4843,17.5485,2.311,30.458,3.1415,0.4037,0.254
728,5,272002,PRN07,2.046,26.0757,21.4617,17.5952,2.2389,29.505,3.1056,0.3977,0.24
729,5,272003,PRN07,2.085,26.1153,21.4469,17.629,2.1771,28.69,2.9866,0.3973,0.229
730,5,272004,PRN07,2.126,26.2409,21.437,17.7267,2.1265,28.039,2.9516,0.4011,0.223
731,5,272005,PRN07,2.162,26.3895,21.4243,17.8427,2.0858,27.518,2.855,0.4058,0.222
732,5,272006,PRN07,2.197,26.5156,21.4077,17.9425,2.0512,27.074,2.8968,0.4172,0.22
733,5,272007,PRN07,2.236,26.5984,21.3895,18.01,2.0218,26.69,2.8218,0.4031,0.216
734,5,272008,PRN07,2.274,26.6982,21.3722,18.0902,1.9962,26.359,2.5223,0.4137,0.211
735,5,272009,PRN07,2.314,26.7911,21.3564,18.1647,1.9716,26.041,2.6388,0.3943,0.207
736,5,272010,PRN07,2.347,26.8124,21.3414,18.1848,1.949,25.739,2.8672,0.356,0.201
737,5,272011,PRN07,2.377,26.8231,21.3307,18.1957,1.9274,25.449,2.9673,0.3967,0.195
738,5,272012,PRN07,2.412,26.8365,21.3249,18.2074,1.9053,25.157,3.0091,0.4116,0.192
739,5,272013,PRN07,2.443,26.8656,21.3209,18.2305,1.8859,24.904,2.9576,0.3955,0.193
740,5,272014,PRN07,2.474,26.8702,21.3178,18.2348,1.8699,24.691,2.9522,0.3942,0.197
741,5,272015,PRN07,2.506,26.8744,21.3165,18.2383,1.8508,24.439,2.8616,0.4037,0.2
742,5,272016,PRN07,2.542,26.9017,21.3159,18.2591,1.836,24.248,2.7479,0.403,0.2
743,5,272017,PRN07,2.582,26.925,21.3141,18.2773,1.8227,24.075,2.6845,0.3983,0.202
744,5,272018,PRN07,2.617,26.955,21.311,18.3009,1.806,23.857,2.5843,0.3966,0.205
745,5,272019,PRN07,2.65,26.9804,21.3078,18.3209,1.7921,23.675,2.4944,0.3468,0.209
746,5,272020,PRN07,2.68,27.015,21.3043,18.3481,1.7801,23.52,2.4958,0.3373,0.211
747,5,272021,PRN07,2.715,27.0515,21.2999,18.3769,1.7673,23.354,2.6278,0.3534,0.212
748,5,272022,PRN07,2.756,27.0746,21.2951,18.3956,1.7547,23.188,2.869,0.3365,0.212
749,5,272023,PRN07,2.798,27.1213,21.2901,18.4323,1.7424,23.03,2.9676,0.3422,0.207
750,5,272024,PRN07,2.835,27.1868,21.2838,18.4836,1.7309,22.885,2.8924,0.3496,0.204
751,5,272025,PRN07,2.869,27.2243,21.2759,18.5141,1.721,22.755,2.8617,0.3499,0.206
752,5,272026,PRN07,2.897,27.243,21.2684,18.5303,1.7137,22.658,2.9166,0.3514,0.211
753,5,272027,PRN07,2.922,27.2465,21.2631,18.5343,1.7069,22.566,2.8992,0.3477,0.218
754,5,272028,PRN07,2.962,27.2819,21.2609,18.5618,1.6974,22.445,2.7459,0.3547,0.227
755,5,272029,PRN07,3.013,27.3691,21.2576,18.6287,1.6906,22.364,2.6669,0.346,0.233
756,5,272030,PRN07,3.06,27.4263,21.2494,18.6743,1.6856,22.303,2.583,0.3454,0.232
757,5,272031,PRN07,3.1,27.4537,21.2404,18.6974,1.6796,22.223,2.5032,0.3456,0.224
758,5,272032,PRN07,3.139,27.5045,21.2335,18.7377,1.673,22.14,2.5085,0.3393,0.215
759,5,272033,PRN07,3.171,27.551,21.227,18.7746,1.6671,22.065,2.4805,0.347,0.209
760,5,272034,PRN07,3.194,27.5664,21.2206,18.788,1.6608,21.981,2.5341,0.3458,0.21
761,5,272035,PRN07,3.224,27.5768,21.2165,18.7969,1.6538,21.888,2.6075,0.3537,0.212
762,5,272036,PRN07,3.269,27.6034,21.2139,18.8178,1.6466,21.796,2.5574,0.3438,0.214
763,5,272037,PRN07,3.316,27.6264,21.2105,18.8362,1.64,21.71,2.48,0.3387,0.215
764,5,272038,PRN07,3.358,27.6366,21.2066,18.8449,1.6331,21.617,2.4009,0.3502,0.218
765,5,272039,PRN07,3.39,27.6463,21.2037,18.853,1.6237,21.494,2.4123,0.3457,0.219
766,5,272040,PRN07,3.418,27.6587,21.2016,18.863,1.616,21.392,2.5656,0.3509,0.219
767,5,272041,PRN07,3.451,27.6725,21.1998,18.874,1.6103,21.318,2.6143,0.3567,0.222
768,5,272042,PRN07,3.491,27.6883,21.1981,18.8863,1.6049,21.247,2.5538,0.3513,0.229
769,5,272043,PRN07,3.538,27.727,21.1956,18.9163,1.5993,21.177,2.5256,0.3446,0.236
770,5,272044,PRN07,3.582,27.772,21.1905,18.9518,1.5937,21.107,2.5327,0.3424,0.235
771,5,272045,PRN07,3.624,27.7854,21.1841,18.9637,1.5859,21.003,2.5022,0.3474,0.228
772,5,272046,PRN07,3.666,27.8066,21.1787,18.9811,1.5825,20.958,2.4678,0.3447,0.218
773,5,272047,PRN07,3.699,27.8426,21.1739,19.0097,1.5797,20.923,2.4537,0.3394,0.208
774,5,272048,PRN07,3.726,27.8688,21.1695,19.0307,1.5726,20.832,2.4109,0.338,0.202
775,5,272049,PRN07,3.758,27.8991,21.1655,19.0548,1.5671,20.76,2.4161,0.3498,0.201
776,5,272050,PRN07,3.796,27.9204,21.1607,19.0722,1.5623,20.698,2.4446,0.3505,0.203
777,5,272051,PRN07,3.83,27.9265,21.1562,19.078,1.5563,20.617,2.4416,0.3434,0.209
778,5,272052,PRN07,3.866,27.927,21.1534,19.0791,1.5517,20.555,2.4511,0.3554,0.216
779,5,272053,PRN07,3.907,27.9333,21.1525,19.0841,1.5494,20.525,2.4393,0.3518,0.218
780,5,272054,PRN07,3.944,27.9464,21.1517,19.0943,1.5428,20.439,2.4342,0.3415,0.215
781,5,272055,PRN07,3.98,27.9632,21.1499,19.1075,1.5385,20.384,2.4459,0.3425,0.214
782,5,272056,PRN07,4.019,27.9839,21.1478,19.1237,1.5344,20.331,2.4208,0.3473,0.215
783,5,272057,PRN07,4.053,27.9959,21.1453,19.1335,1.5299,20.271,2.4107,0.3484,0.218
784,5,272058,PRN07,4.084,28.0064,21.1429,19.1421,1.5276,20.242,2.452,0.3444,0.219
785,5,272059,PRN07,4.122,28.0204,21.1411,19.1532,1.5247,20.204,2.4902,0.3425,0.216
786,5,272060,PRN07,4.167,28.0374,21.1396,19.1665,1.5208,20.154,2.45,0.341,0.212
787,5,272061,PRN07,4.211,28.0557,21.1376,19.1809,1.5156,20.087,2.3916,0.343,0.208
788,5,272062,PRN07,4.242,28.0614,21.1354,19.1858,1.5148,20.076,2.3956,0.3497,0.206
789,5,272063,PRN07,4.269,28.0654,21.1346,19.189,1.5139,20.064,2.4386,0.3489,0.205
790,5,272064,PRN07,4.299,28.0802,21.1339,19.2004,1.5119,20.039,2.4741,0.344,0.207
791,5,272065,PRN07,4.333,28.0845,21.132,19.2042,1.5099,20.012,2.4913,0.3525,0.215
792,5,272066,PRN07,4.374,28.0952,21.1306,19.2127,1.508,19.988,2.5221,0.3578,0.226
793,5,272067,PRN07,4.417,28.1338,21.1283,19.2426,1.5052,19.954,2.4837,0.3406,0.232
794,5,272068,PRN07,4.462,28.1814,21.1227,19.2801,1.5018,19.912,2.3811,0.3382,0.229
795,5,272069,PRN07,4.504,28.2523,21.114,19.3362,1.4983,19.871,2.3389,0.3414,0.218
796,5,272070,PRN07,4.542,28.3176,21.1019,19.3889,1.4939,19.816,2.3069,0.3432,0.202
797,5,272071,PRN07,4.575,28.3418,21.0887,19.4108,1.4907,19.772,2.298,0.3523,0.186
798,5,272072,PRN07,4.601,28.3426,21.0795,19.4138,1.4904,19.765,2.2866,0.3432,0.177
799,5,272073,PRN07,4.624,28.3725,21.0747,19.4377,1.4859,19.706,2.255,0.3383,0.176
800,5,272074,PRN07,4.649,28.4387,21.0688,19.4895,1.4809,19.646,2.2376,0.3452,0.181
801,5,272075,PRN07,4.679,28.4636,21.0604,19.5106,1.4821,19.662,2.2137,0.3474,0.19
802,5,272076,PRN07,4.718,28.4855,21.0531,19.5291,1.4813,19.65,2.1965,0.3485,0.204
803,5,272077,PRN07,4.759,28.5292,21.0463,19.5641,1.4808,19.647,2.1513,0.3438,0.219
804,5,272078,PRN07,4.795,28.5397,21.0392,19.5739,1.4827,19.671,2.1055,0.337,0.233
805,5,272079,PRN07,4.832,28.5576,21.0332,19.5891,1.4835,19.681,2.1124,0.3474,0.241
806,5,272080,PRN07,4.874,28.5946,21.0271,19.6187,1.4849,19.702,2.1026,0.3505,0.244
807,5,272081,PRN07,4.922,28.6327,21.0211,19.6492,1.4852,19.708,2.0699,0.3428,0.242
808,5,272082,PRN07,4.968,28.6678,21.0146,19.6776,1.4854,19.712,2.0572,0.3537,0.234
809,5,272083,PRN07,5.01,28.6947,21.0072,19.6999,1.4863,19.724,2.0237,0.3467,0.222
810,5,272084,PRN07,5.047,28.721,21.0002,19.7217,1.4871,19.736,2.0003,0.3386,0.209
811,5,272085,PRN07,5.078,28.7264,20.9943,19.7274,1.4875,19.74,2.023,0.3444,0.2
812,5,272086,PRN07,5.104,28.7301,20.9907,19.7312,1.4881,19.747,2.064,0.3461,0.194
813,5,272087,PRN07,5.132,28.7525,20.9888,19.7486,1.4896,19.768,2.1137,0.3495,0.189
814,5,272088,PRN07,5.169,28.7722,20.9856,19.7644,1.4921,19.803,2.1257,0.3497,0.186
815,5,272089,PRN07,5.21,28.7875,20.9809,19.7773,1.4921,19.803,2.0918,0.3455,0.184
816,5,272090,PRN07,5.242,28.7992,20.9766,19.7873,1.492,19.801,2.0574,0.3482,0.183
817,5,272091,PRN07,5.267,28.8152,20.9732,19.8003,1.4927,19.811,2.0247,0.3595,0.179
818,5,272092,PRN07,5.292,28.8518,20.97,19.8289,1.4896,19.774,1.9965,0.3573,0.176
819,5,272093,PRN07,5.322,28.8754,20.9643,19.8484,1.4889,19.765,1.9876,0.3507,0.178
820,5,272094,PRN07,5.353,28.8815,20.9573,19.8548,1.4884,19.756,1.9968,0.3451,0.182
821,5,272095,PRN07,5.384,28.8852,20.9528,19.8588,1.4853,19.714,2.0058,0.3483,0.181
822,5,272096,PRN07,5.421,28.8858,20.9507,19.8598,1.4827,19.679,2.0388,0.3435,0.172
823,5,272097,PRN07,5.459,28.8948,20.9493,19.867,1.4789,19.629,2.0245,0.3476,0.161
824,5,272098,PRN07,5.486,28.8946,20.9483,19.8671,1.4735,19.557,1.9833,0.3496,0.154
825,5,272099,PRN07,5.501,28.8728,20.9485,19.8505,1.4721,19.536,2.0031,0.3413,0.148
826,5,272100,PRN07,5.515,28.8662,20.9505,19.845,1.4706,19.517,2.0646,0.3419,0.144
827,5,272101,PRN07,5.54,28.8883,20.9523,19.8613,1.4664,19.463,2.1038,0.3488,0.149
828,5,272102,PRN07,5.574,28.9141,20.951,19.8812,1.4657,19.456,2.0504,0.3553,0.168
829,5,272103,PRN07,5.602,28.9153,20.9467,19.8833,1.4651,19.448,2.0482,0.3499,0.19
830,5,272104,PRN07,5.628,28.901,20.9436,19.8732,1.4633,19.42,2.0881,0.3588,0.207
831,5,272105,PRN07,5.669,28.9296,20.9432,19.895,1.463,19.419,2.0679,0.3573,0.213
832,5,272106,PRN07,5.718,28.9611,20.94,19.9198,1.4589,19.368,2.0178,0.3485,0.211
833,5,272107,PRN07,5.759,28.9738,20.9344,19.9309,1.4537,19.298,1.9201,0.3536,0.211
834,5,272108,PRN07,5.794,28.9899,20.9303,19.9442,1.4516,19.27,1.8475,0.3607,0.213
835,5,272109,PRN07,5.82,28.9982,20.9267,19.9514,1.4476,19.217,1.8335,0.3492,0.212
836,5,272110,PRN07,5.846,29.0087,20.9237,19.9602,1.4436,19.165,1.8689,0.3354,0.211
837,5,272111,PRN07,5.885,29.0201,20.9211,19.9696,1.4407,19.126,1.8708,0.3456,0.212
838,5,272112,PRN07,5.932,29.0329,20.9178,19.9801,1.4387,19.1,1.8102,0.356,0.208
839,5,272113,PRN07,5.976,29.038,20.9141,19.9849,1.4376,19.084,1.8068,0.3549,0.205
840,5,272114,PRN07,6.012,29.0384,20.9115,19.9859,1.4381,19.09,1.8298,0.3438,0.205
841,5,272115,PRN07,6.039,29.0411,20.9102,19.9884,1.4408,19.125,1.8491,0.3438,0.208
842,5,272116,PRN07,6.059,29.0379,20.9092,19.9862,1.4401,19.115,1.8735,0.3548,0.213
843,5,272117,PRN07,6.089,29.0374,20.9087,19.9859,1.4412,19.13,1.8914,0.3464,0.218
844,5,272118,PRN07,6.139,29.0443,20.9086,19.9912,1.4427,19.152,1.8941,0.3413,0.217
845,5,272119,PRN07,6.194,29.0565,20.9069,20.0009,1.4416,19.137,1.8274,0.348,0.21
846,5,272120,PRN07,6.239,29.0619,20.903,20.006,1.4366,19.07,1.7244,0.3413,0.201
847,5,272121,PRN07,6.268,29.0652,20.9,20.0093,1.4327,19.018,1.7256,0.3432,0.191
848,5,272122,PRN07,6.282,29.0621,20.8986,20.0073,1.4292,18.97,1.7315,0.3554,0.183
849,5,272123,PRN07,6.297,29.0473,20.8992,19.9959,1.4222,18.876,1.7547,0.3488,0.181
850,5,272124,PRN07,6.329,29.0608,20.9022,20.0054,1.4165,18.803,1.7911,0.3416,0.182
851,5,272125,PRN07,6.375,29.0787,20.9027,20.0189,1.4149,18.784,1.7121,0.3416,0.182
852,5,272126,PRN07,6.421,29.0845,20.8996,20.0241,1.4183,18.829,1.6822,0.3424,0.182
853,5,272127,PRN07,6.457,29.0943,20.8959,20.0325,1.4195,18.844,1.7052,0.344,0.181
854,5,272128,PRN07,6.475,29.0985,20.8932,20.0364,1.4202,18.853,1.7741,0.3526,0.179
855,5,272129,PRN07,6.487,29.0968,20.8921,20.0354,1.428,18.956,1.875,0.348,0.18
856,5,272130,PRN07,6.511,29.0991,20.8923,20.0371,1.4326,19.018,1.8801,0.34,0.186
857,5,272131,PRN07,6.554,29.1102,20.8923,20.0455,1.4328,19.021,1.8364,0.3528,0.191
858,5,272132,PRN07,6.602,29.1226,20.8906,20.0554,1.438,19.092,1.7985,0.3548,0.193
859,5,272133,PRN07,6.645,29.1423,20.8877,20.0711,1.4405,19.126,1.7706,0.3535,0.189
860,5,272134,PRN07,6.677,29.1614,20.8839,20.0866,1.4446,19.181,1.7949,0.3511,0.183
861,5,272135,PRN07,6.695,29.165,20.8803,20.0903,1.4518,19.275,1.7902,0.3418,0.181
862,5,272136,PRN07,6.708,29.1531,20.8779,20.0819,1.4543,19.306,1.8269,0.3489,0.185
863,5,272137,PRN07,6.735,29.1594,20.8781,20.0866,1.4599,19.382,1.8891,0.3422,0.194
864,5,272138,PRN07,6.779,29.2029,20.878,20.1196,1.4646,19.448,1.8993,0.3566,0.204
865,5,272139,PRN07,6.832,29.2503,20.8722,20.1572,1.4695,19.517,1.8311,0.3859,0.212
866,5,272140,PRN07,6.876,29.2645,20.8621,20.1706,1.4744,19.58,1.6865,0.3445,0.217
867,5,272141,PRN07,6.908,29.2686,20.8547,20.1756,1.4795,19.646,1.6609,0.3435,0.218
868,5,272142,PRN07,6.933,29.2769,20.8508,20.183,1.4857,19.727,1.7036,0.3548,0.218
869,5,272143,PRN07,6.96,29.2766,20.8488,20.1833,1.4906,19.793,1.7098,0.3433,0.217
870,5,272144,PRN07,6.999,29.2865,20.8481,20.191,1.5003,19.922,1.6364,0.3418,0.216
871,5,272145,PRN07,7.051,29.2957,20.8462,20.1985,1.5069,20.01,1.5902,0.347,0.216
872,5,272146,PRN07,7.1,29.3058,20.8435,20.2068,1.5112,20.068,1.5845,0.3981,0.218
873,5,272147,PRN07,7.133,29.3086,20.8406,20.2098,1.518,20.157,1.5684,0.4108,0.219
874,5,272148,PRN07,7.155,29.3056,20.8393,20.2078,1.5213,20.2,1.6053,0.4024,0.217
875,5,272149,PRN07,7.185,29.3129,20.8395,20.2133,1.5237,20.233,1.6331,0.4119,0.212
876,5,272150,PRN07,7.226,29.3181,20.8381,20.2176,1.5288,20.3,1.6268,0.4023,0.212
877,5,272151,PRN07,7.271,29.3318,20.8355,20.2287,1.532,20.344,1.6105,0.3981,0.217
878,5,272152,PRN07,7.313,29.3642,20.8321,20.2542,1.534,20.373,1.6094,0.3978,0.221
879,5,272153,PRN07,7.348,29.3986,20.8257,20.282,1.5376,20.423,1.6114,0.3964,0.223
880,5,272154,PRN07,7.381,29.4282,20.817,20.3068,1.5406,20.462,1.6081,0.3998,0.229
881,5,272155,PRN07,7.415,29.452,20.8079,20.3272,1.5437,20.503,1.5604,0.3967,0.236
882,5,272156,PRN07,7.451,29.457,20.7995,20.3332,1.5489,20.569,1.5087,0.3905,0.235
883,5,272157,PRN07,7.499,29.4712,20.7947,20.3453,1.5534,20.629,1.5002,0.3914,0.225
884,5,272158,PRN07,7.557,29.5,20.7902,20.3683,1.5563,20.67,1.4363,0.3988,0.211
885,5,272159,PRN07,7.6,29.5124,20.7834,20.3795,1.5594,20.71,1.346,0.4004,0.202
886,5,272160,PRN07,7.62,29.5074,20.7779,20.3772,1.564,20.768,1.3315,0.4055,0.201
887,5,272161,PRN07,7.629,29.4868,20.7764,20.3619,1.5657,20.788,1.3662,0.3991,0.2
888,5,272162,PRN07,7.653,29.4889,20.7796,20.3626,1.5669,20.804,1.3754,0.3923,0.198
889,5,272163,PRN07,7.701,29.5203,20.782,20.3859,1.5709,20.863,1.3239,0.4043,0.198
890,5,272164,PRN07,7.759,29.5379,20.7777,20.4004,1.5717,20.874,1.2449,0.4036,0.202
891,5,272165,PRN07,7.802,29.5442,20.7711,20.4069,1.5724,20.881,1.2392,0.3965,0.204
892,5,272166,PRN07,7.825,29.5462,20.7667,20.4095,1.5739,20.899,1.2818,0.4067,0.201
893,5,272167,PRN07,7.841,29.5394,20.7649,20.4049,1.5755,20.92,1.2994,0.4037,0.196
894,5,272168,PRN07,7.866,29.5404,20.7656,20.4055,1.5758,20.924,1.3055,0.3936,0.193
895,5,272169,PRN07,7.905,29.551,20.7666,20.4132,1.5778,20.952,1.3054,0.4032,0.196
896,5,272170,PRN07,7.952,29.5582,20.7655,20.419,1.5812,20.998,1.3073,0.4048,0.203
897,5,272171,PRN07,7.996,29.563,20.7632,20.4232,1.5807,20.991,1.3005,0.4012,0.208
898,5,272172,PRN07,8.028,29.566,20.7612,20.4261,1.5811,20.996,1.245,0.4012,0.205
899,5,272173,PRN07,8.052,29.5664,20.7601,20.4266,1.5819,21.006,1.2714,0.3951,0.196
900,5,272174,PRN07,8.084,29.5695,20.76,20.429,1.581,20.994,1.3391,0.3991,0.183
901,5,272175,PRN07,8.119,29.576,20.7596,20.4341,1.579,20.968,1.2683,0.4027,0.166
902,5,272176,PRN07,8.151,29.5758,20.7584,20.4342,1.5773,20.946,1.1976,0.4034,0.144
903,5,272177,PRN07,8.183,29.5789,20.7581,20.4367,1.5784,20.961,1.2006,0.4078,0.117
904,5,272178,PRN07,8.205,29.5768,20.7575,20.4352,1.5798,20.979,1.1908,0.4006,0.086
905,6,272630,PN03B,0.77,22.3086,22.5625,14.4567,2.5899,34.067,6.5808,0.3972,-0.095
906,6,272631,PN03B,0.771,22.2801,22.5648,14.4345,2.5942,34.119,6.1596,0.3946,-0.047
907,6,272632,PN03B,0.772,22.2251,22.5653,14.3929,2.6004,34.19,5.8479,0.401,0.013
908,6,272633,PN03B,0.774,22.1845,22.5646,14.3625,2.6087,34.29,5.7316,0.3956,0.061
909,6,272634,PN03B,0.781,22.1585,22.5634,14.3432,2.6204,34.438,5.7344,0.4014,0.094
910,6,272635,PN03B,0.801,22.087,22.5619,14.2896,2.63,34.549,5.7717,0.4068,0.121
911,6,272636,PN03B,0.834,22.0308,22.5598,14.2478,2.6374,34.633,5.7615,0.4051,0.145
912,6,272637,PN03B,0.869,22.0773,22.5582,14.2833,2.6414,34.695,5.8379,0.4035,0.164
913,6,272638,PN03B,0.899,22.1497,22.558,14.338,2.6433,34.734,5.989,0.4021,0.179
914,6,272639,PN03B,0.926,22.2299,22.558,14.3985,2.6444,34.765,6.0568,0.4035,0.19
915,6,272640,PN03B,0.954,22.4262,22.5576,14.5467,2.6422,34.775,6.0994,0.4051,0.2
916,6,272641,PN03B,0.986,22.5837,22.5555,14.6661,2.639,34.763,6.2002,0.4067,0.213
917,6,272642,PN03B,1.027,22.7796,22.5511,14.8151,2.6314,34.7,6.3769,0.4048,0.229
918,6,272643,PN03B,1.073,23.227,22.5381,15.1562,2.6166,34.586,6.5168,0.4042,0.242
919,6,272644,PN03B,1.116,23.6168,22.5038,15.4596,2.5984,34.401,6.4626,0.4041,0.251
920,6,272645,PN03B,1.162,23.8442,22.4549,15.6444,2.5771,34.134,6.2849,0.3952,0.255
921,6,272646,PN03B,1.207,24.0682,22.4092,15.8258,2.5535,33.838,6.2119,0.3959,0.253
922,6,272647,PN03B,1.248,24.2099,22.3752,15.9419,2.5253,33.471,6.3696,0.4032,0.249
923,6,272648,PN03B,1.29,24.2838,22.3563,16.0028,2.4949,33.071,6.6238,0.4055,0.245
924,6,272649,PN03B,1.333,24.4091,22.3488,16.0994,2.4642,32.683,6.9319,0.3997,0.242
925,6,272650,PN03B,1.372,24.5299,22.3467,16.1912,2.4343,32.309,7.2233,0.3976,0.238
926,6,272651,PN03B,1.412,24.5983,22.3485,16.2425,2.4093,31.99,7.2353,0.4016,0.234
927,6,272652,PN03B,1.454,24.654,22.3527,16.2834,2.3859,31.693,7.2044,0.4044,0.228
928,6,272653,PN03B,1.494,24.7844,22.3576,16.3806,2.3656,31.45,7.2615,0.4039,0.221
929,6,272654,PN03B,1.532,24.9794,22.3616,16.5268,2.3462,31.228,7.3417,0.3957,0.216
930,6,272655,PN03B,1.566,25.1588,22.3593,16.663,2.3273,31.008,7.3443,0.4015,0.208
931,6,272656,PN03B,1.599,25.3183,22.3487,16.7864,2.309,30.787,7.3164,0.3999,0.2
932,6,272657,PN03B,1.634,25.4213,22.3336,16.8683,2.2907,30.554,7.2584,0.3947,0.196
933,6,272658,PN03B,1.668,25.5061,22.3179,16.9366,2.2759,30.362,6.9218,0.4016,0.197
934,6,272659,PN03B,1.698,25.558,22.3011,16.9804,2.2555,30.09,6.6434,0.401,0.199
935,6,272660,PN03B,1.728,25.5585,22.2853,16.985,2.2381,29.849,6.5944,0.4019,0.201
936,6,272661,PN03B,1.768,25.604,22.2749,17.0222,2.2234,29.655,6.6188,0.3971,0.202
937,6,272662,PN03B,1.807,25.7087,22.2651,17.104,2.2072,29.451,6.5885,0.4004,0.205
938,6,272663,PN03B,1.84,25.7872,22.2485,17.1677,2.1954,29.299,6.5739,0.4044,0.205
939,6,272664,PN03B,1.873,25.8233,22.2284,17.2005,2.1862,29.171,6.593,0.3955,0.204
940,6,272665,PN03B,1.909,25.8508,22.2115,17.2258,2.1768,29.042,6.5582,0.4017,0.198
941,6,272666,PN03B,1.944,25.8695,22.1989,17.2433,2.1653,28.885,6.5602,0.3965,0.193
942,6,272667,PN03B,1.976,25.8916,22.1891,17.2627,2.1569,28.772,6.5258,0.3921,0.19
943,6,272668,PN03B,2.009,25.912,22.1798,17.2806,2.1499,28.678,6.4378,0.4104,0.188
944,6,272669,PN03B,2.039,25.9333,22.1721,17.2988,2.1429,28.583,6.421,0.4029,0.188
945,6,272670,PN03B,2.067,25.9545,22.1665,17.3163,2.1385,28.525,6.4108,0.3917,0.197
946,6,272671,PN03B,2.101,25.9638,22.1618,17.3246,2.1365,28.498,6.4323,0.4017,0.212
947,6,272672,PN03B,2.134,25.9767,22.1588,17.3351,2.1345,28.472,6.4368,0.3938,0.224
948,6,272673,PN03B,2.172,25.9974,22.1562,17.3515,2.1359,28.492,6.5296,0.392,0.23
949,6,272674,PN03B,2.223,26.0085,22.1538,17.3606,2.1377,28.517,6.7909,0.404,0.226
950,6,272675,PN03B,2.275,26.0309,22.1515,17.3781,2.1367,28.506,6.8836,0.4014,0.215
951,6,272676,PN03B,2.312,26.0886,22.1481,17.4227,2.1374,28.523,6.9116,0.4016,0.204
952,6,272677,PN03B,2.336,26.1331,22.1404,17.4584,2.1383,28.539,6.966,0.4006,0.191
953,6,272678,PN03B,2.356,26.1763,22.1294,17.494,2.1391,28.551,6.9338,0.3996,0.175
954,6,272679,PN03B,2.383,26.2114,22.1153,17.5243,2.1395,28.554,6.905,0.3963,0.163
955,6,272680,PN03B,2.418,26.2105,22.1006,17.5276,2.1414,28.572,6.9527,0.3981,0.158
956,6,272681,PN03B,2.451,26.2547,22.0891,17.5641,2.1465,28.641,6.9857,0.4038,0.157
957,6,272682,PN03B,2.477,26.2993,22.0726,17.6023,2.1483,28.664,6.913,0.4022,0.159
958,6,272683,PN03B,2.498,26.35,22.052,17.6462,2.1464,28.637,6.8619,0.397,0.163
959,6,272684,PN03B,2.518,26.422,22.0281,17.707,2.1467,28.64,6.8616,0.3908,0.172
960,6,272685,PN03B,2.546,26.4454,22.0003,17.7322,2.1474,28.64,6.7476,0.4065,0.184
961,6,272686,PN03B,2.579,26.4718,21.9796,17.7577,2.1498,28.665,6.6346,0.4097,0.198
962,6,272687,PN03B,2.622,26.5145,21.9645,17.794,2.1528,28.704,6.6344,0.3998,0.208
963,6,272688,PN03B,2.667,26.5568,21.9486,17.8303,2.1554,28.737,6.573,0.3995,0.21
964,6,272689,PN03B,2.702,26.6163,21.932,17.8798,2.1621,28.829,6.5646,0.4035,0.205
965,6,272690,PN03B,2.737,26.6733,21.9114,17.9284,2.1699,28.932,6.6629,0.411,0.194
966,6,272691,PN03B,2.767,26.7151,21.8883,17.9662,2.181,29.074,6.7383,0.4066,0.184
967,6,272692,PN03B,2.793,26.7546,21.8672,18.0018,2.1956,29.265,6.9101,0.3961,0.181
968,6,272693,PN03B,2.821,26.7875,21.8477,18.0319,2.2125,29.485,7.1174,0.4013,0.187
969,6,272694,PN03B,2.849,26.8197,21.83,18.061,2.232,29.741,7.2393,0.4033,0.193
970,6,272695,PN03B,2.884,26.846,21.813,18.0855,2.2493,29.966,7.2935,0.4,0.2
971,6,272696,PN03B,2.925,26.8683,21.7983,18.1063,2.2677,30.207,7.309,0.3989,0.212
972,6,272697,PN03B,2.967,26.9122,21.7849,18.1431,2.2828,30.409,7.2198,0.4079,0.226
973,6,272698,PN03B,3.001,26.9906,21.7678,18.207,2.2937,30.559,7.1221,0.3887,0.234
974,6,272699,PN03B,3.033,27.0666,21.7433,18.2711,2.3024,30.675,7.1043,0.3678,0.232
975,6,272700,PN03B,3.08,27.1062,21.7136,18.3089,2.304,30.687,7.1513,0.3919,0.223
976,6,272701,PN03B,3.133,27.1217,21.6905,18.3268,2.3056,30.698,6.9314,0.3587,0.213
977,6,272702,PN03B,3.17,27.2056,21.6761,18.3941,2.3055,30.703,6.4415,0.3349,0.203
978,6,272703,PN03B,3.193,27.3515,21.6573,18.5097,2.3009,30.657,6.2948,0.3471,0.19
979,6,272704,PN03B,3.218,27.4195,21.6274,18.5691,2.2982,30.617,6.3185,0.3465,0.179
980,6,272705,PN03B,3.248,27.4311,21.5985,18.5856,2.2944,30.553,6.2149,0.342,0.175
981,6,272706,PN03B,3.276,27.4592,21.5811,18.6115,2.2912,30.506,6.0158,0.3431,0.181
982,6,272707,PN03B,3.305,27.5049,21.5704,18.649,2.2887,30.475,5.9239,0.3388,0.19
983,6,272708,PN03B,3.343,27.5431,21.5598,18.6807,2.2837,30.409,5.9199,0.3442,0.2
